name.x,date,year,word,n.x,total.x,idf.x,tf_idf.x,source.x,tf.x,name.y,n.y,total.y,idf.y,tf_idf.y,source.y,tf.y,sentiment
The Elusive Search for Presidential Power,2013-12-17,2013,environment,1,3043,0.8663956630437925,2.8471760205185426e-4,APSA,3.2862306933946765e-4,Did Bush Democratize the Middle East? The Effects of External–Internal Linkages,2,4735,0.8663956630437925,3.659538175475364e-4,PSQ,4.2238648363252375e-4,environmental
The Elusive Search for Presidential Power,2013-12-17,2013,environment,1,3043,0.8663956630437925,2.8471760205185426e-4,APSA,3.2862306933946765e-4,Philosophical Pragmatism and the Constitutional Watershed of 1912,1,6044,0.8663956630437925,1.4334805808136872e-4,PSQ,1.6545334215751158e-4,environmental
The Elusive Search for Presidential Power,2013-12-17,2013,labor,1,3043,1.4419870548520932,4.738702119132742e-4,APSA,3.2862306933946765e-4,Philosophical Pragmatism and the Constitutional Watershed of 1912,15,6044,1.4419870548520932,0.0035787236635971874,PSQ,0.002481800132362674,economic
The Elusive Search for Presidential Power,2013-12-17,2013,security,1,3043,1.1782251661179641,3.8719197046268954e-4,APSA,3.2862306933946765e-4,Did Bush Democratize the Middle East? The Effects of External–Internal Linkages,13,4735,1.1782251661179641,0.003234831501485435,PSQ,0.0027455121436114043,security
The Elusive Search for Presidential Power,2013-12-17,2013,security,1,3043,1.1782251661179641,3.8719197046268954e-4,APSA,3.2862306933946765e-4,The India Lobby and the Nuclear Agreement with India,5,4976,1.1782251661179641,0.0011839079241539028,PSQ,0.0010048231511254019,security
The Elusive Search for Presidential Power,2013-12-17,2013,security,1,3043,1.1782251661179641,3.8719197046268954e-4,APSA,3.2862306933946765e-4,Global Health and International Relations,3,283,1.1782251661179641,0.012490019428812341,PSQ,0.01060070671378092,security
The Elusive Search for Presidential Power,2013-12-17,2013,security,1,3043,1.1782251661179641,3.8719197046268954e-4,APSA,3.2862306933946765e-4,Limited Government and the Bill of Rights,2,306,1.1782251661179641,0.00770081807920238,PSQ,0.006535947712418301,security
The Elusive Search for Presidential Power,2013-12-17,2013,security,1,3043,1.1782251661179641,3.8719197046268954e-4,APSA,3.2862306933946765e-4,"International Influence, Domestic Activism, and Gay Rights in Argentina",1,5826,1.1782251661179641,2.0223569620974325e-4,PSQ,1.7164435290078958e-4,security
The Elusive Search for Presidential Power,2013-12-17,2013,wage,1,3043,2.288073528053,7.519137456631613e-4,APSA,3.2862306933946765e-4,Did Bush Democratize the Middle East? The Effects of External–Internal Linkages,1,4735,2.288073528053,4.8322566590348464e-4,PSQ,2.1119324181626187e-4,economic
The Elusive Search for Presidential Power,2013-12-17,2013,welfare,1,3043,1.434740646331326,4.7148887490349194e-4,APSA,3.2862306933946765e-4,Philosophical Pragmatism and the Constitutional Watershed of 1912,5,6044,1.434740646331326,0.001186913175323731,PSQ,8.272667107875579e-4,economic
The Elusive Search for Presidential Power,2013-12-17,2013,welfare,1,3043,1.434740646331326,4.7148887490349194e-4,APSA,3.2862306933946765e-4,Did Bush Democratize the Middle East? The Effects of External–Internal Linkages,1,4735,1.434740646331326,3.0300752826427157e-4,PSQ,2.1119324181626187e-4,economic
The Elusive Search for Presidential Power,2013-12-17,2013,welfare,1,3043,1.434740646331326,4.7148887490349194e-4,APSA,3.2862306933946765e-4,On Voter Competence,1,302,1.434740646331326,0.004750796842156708,PSQ,0.0033112582781456954,economic
The Primacy of Race in the Geography of Income‐Based Voting,2015-03-13,2015,developed,1,3011,0.7972664681976223,2.64784612486756e-4,APSA,3.3211557622052476e-4,Vested Interests and Political Institutions,5,6092,0.7972664681976223,6.543552759337018e-4,PSQ,8.207485226526593e-4,economic
The Primacy of Race in the Geography of Income‐Based Voting,2015-03-13,2015,dollars,1,3011,2.0481228584224085,6.802135032953864e-4,APSA,3.3211557622052476e-4,Vested Interests and Political Institutions,1,6092,2.0481228584224085,3.361987620522666e-4,PSQ,1.6414970453053183e-4,economic
The Primacy of Race in the Geography of Income‐Based Voting,2015-03-13,2015,threat,1,3011,1.1291690091287698,3.750146161171604e-4,APSA,3.3211557622052476e-4,Vested Interests and Political Institutions,1,6092,1.1291690091287698,1.8535275921352097e-4,PSQ,1.6414970453053183e-4,security
The Primacy of Race in the Geography of Income‐Based Voting,2015-03-13,2015,trade,1,3011,1.0066689835942475,3.343304495497335e-4,APSA,3.3211557622052476e-4,Vested Interests and Political Institutions,1,6092,1.0066689835942475,1.6524441621704652e-4,PSQ,1.6414970453053183e-4,economic
Unlikely Democrats,2016-09-19,2016,cold,1,4861,2.288073528053,4.7070017034622503e-4,APSA,2.057189878625797e-4,Intelligence and the Iraq and Afghanistan Wars,3,4334,2.288073528053,0.0015838072413841716,PSQ,6.922011998154131e-4,environmental
Unlikely Democrats,2016-09-19,2016,cold,1,4861,2.288073528053,4.7070017034622503e-4,APSA,2.057189878625797e-4,The Causes and Effects of International Treaties,2,2889,2.288073528053,0.001583989981345102,PSQ,6.922810661128419e-4,environmental
Unlikely Democrats,2016-09-19,2016,cold,1,4861,2.288073528053,4.7070017034622503e-4,APSA,2.057189878625797e-4,Deterring Rational Fanatics,1,406,2.288073528053,0.0056356490838743835,PSQ,0.0024630541871921183,environmental
Unlikely Democrats,2016-09-19,2016,conflict,1,4861,0.8891474200272084,1.8291450730862136e-4,APSA,2.057189878625797e-4,"Democracy, Elite Bias, and Redistribution in Latin America",8,4346,0.8891474200272084,0.0016367186746934347,PSQ,0.0018407731247123793,security
Unlikely Democrats,2016-09-19,2016,conflict,1,4861,0.8891474200272084,1.8291450730862136e-4,APSA,2.057189878625797e-4,The Causes and Effects of International Treaties,5,2889,0.8891474200272084,0.0015388498096697964,PSQ,0.0017307026652821046,security
Unlikely Democrats,2016-09-19,2016,conflict,1,4861,0.8891474200272084,1.8291450730862136e-4,APSA,2.057189878625797e-4,Intelligence and the Iraq and Afghanistan Wars,3,4334,0.8891474200272084,6.154689109556127e-4,PSQ,6.922011998154131e-4,security
Unlikely Democrats,2016-09-19,2016,conflict,1,4861,0.8891474200272084,1.8291450730862136e-4,APSA,2.057189878625797e-4,Decision Making in Using Assassinations in International Relations,2,5254,0.8891474200272084,3.3846494862093963e-4,PSQ,3.8066235249333843e-4,security
Unlikely Democrats,2016-09-19,2016,conflict,1,4861,0.8891474200272084,1.8291450730862136e-4,APSA,2.057189878625797e-4,The Impact of Voter Fraud Claims on Voter Registration Reform Legislation,1,4182,0.8891474200272084,2.1261296509498048e-4,PSQ,2.3912003825920613e-4,security
Unlikely Democrats,2016-09-19,2016,construction,1,4861,1.8438223949096788,3.7930927687917685e-4,APSA,2.057189878625797e-4,The Impact of Voter Fraud Claims on Voter Registration Reform Legislation,2,4182,1.8438223949096788,8.81789763227967e-4,PSQ,4.7824007651841227e-4,economic
Unlikely Democrats,2016-09-19,2016,defense,1,4861,1.678860798978205,3.453735443279582e-4,APSA,2.057189878625797e-4,Decision Making in Using Assassinations in International Relations,9,5254,1.678860798978205,0.0028758559556155013,PSQ,0.0017129805862200228,security
Unlikely Democrats,2016-09-19,2016,defense,1,4861,1.678860798978205,3.453735443279582e-4,APSA,2.057189878625797e-4,Intelligence and the Iraq and Afghanistan Wars,6,4334,1.678860798978205,0.002324218918751553,PSQ,0.0013844023996308261,security
Unlikely Democrats,2016-09-19,2016,defense,1,4861,1.678860798978205,3.453735443279582e-4,APSA,2.057189878625797e-4,The Impact of Voter Fraud Claims on Voter Registration Reform Legislation,4,4182,1.678860798978205,0.001605797033934199,PSQ,9.564801530368245e-4,security
Unlikely Democrats,2016-09-19,2016,families,1,4861,2.288073528053,4.7070017034622503e-4,APSA,2.057189878625797e-4,"Democracy, Elite Bias, and Redistribution in Latin America",1,4346,2.288073528053,5.264780322257247e-4,PSQ,2.300966405890474e-4,moral
Unlikely Democrats,2016-09-19,2016,fiscal,1,4861,2.1029310949174036,4.326128563911548e-4,APSA,2.057189878625797e-4,"Democracy, Elite Bias, and Redistribution in Latin America",24,4346,2.1029310949174036,0.0116130571279378,PSQ,0.005522319374137137,economic
Unlikely Democrats,2016-09-19,2016,growth,1,4861,1.2998563786413837,2.6740513858082365e-4,APSA,2.057189878625797e-4,"Democracy, Elite Bias, and Redistribution in Latin America",1,4346,1.2998563786413837,2.990925859736272e-4,PSQ,2.300966405890474e-4,economic
Unlikely Democrats,2016-09-19,2016,investment,1,4861,1.8330114788054632,3.7708526616035036e-4,APSA,2.057189878625797e-4,"Democracy, Elite Bias, and Redistribution in Latin America",2,4346,1.8330114788054632,8.435395668685979e-4,PSQ,4.601932811780948e-4,economic
Unlikely Democrats,2016-09-19,2016,mining,1,4861,3.967715699160349,8.162344577577348e-4,APSA,2.057189878625797e-4,"Democracy, Elite Bias, and Redistribution in Latin America",4,4346,3.967715699160349,0.0036518322127568788,PSQ,9.203865623561896e-4,environmental
Unlikely Democrats,2016-09-19,2016,oil,1,4861,2.5928500338640807,5.333984846459742e-4,APSA,2.057189878625797e-4,"Democracy, Elite Bias, and Redistribution in Latin America",4,4346,2.5928500338640807,0.002386424329373291,PSQ,9.203865623561896e-4,economic
Unlikely Democrats,2016-09-19,2016,price,1,4861,1.7308819837290834,3.560752898023212e-4,APSA,2.057189878625797e-4,Decision Making in Using Assassinations in International Relations,2,5254,1.7308819837290834,6.588816078146492e-4,PSQ,3.8066235249333843e-4,economic
Unlikely Democrats,2016-09-19,2016,price,1,4861,1.7308819837290834,3.560752898023212e-4,APSA,2.057189878625797e-4,"Democracy, Elite Bias, and Redistribution in Latin America",1,4346,1.7308819837290834,3.982701297121683e-4,PSQ,2.300966405890474e-4,economic
Unlikely Democrats,2016-09-19,2016,price,1,4861,1.7308819837290834,3.560752898023212e-4,APSA,2.057189878625797e-4,The Impact of Voter Fraud Claims on Voter Registration Reform Legislation,1,4182,1.7308819837290834,4.1388856617146903e-4,PSQ,2.3912003825920613e-4,economic
Unlikely Democrats,2016-09-19,2016,rates,1,4861,0.9539649201036793,1.9624869782013563e-4,APSA,2.057189878625797e-4,"Democracy, Elite Bias, and Redistribution in Latin America",16,4346,0.9539649201036793,0.0035120659736904898,PSQ,0.0036815462494247586,economic
Unlikely Democrats,2016-09-19,2016,rates,1,4861,0.9539649201036793,1.9624869782013563e-4,APSA,2.057189878625797e-4,The Impact of Voter Fraud Claims on Voter Registration Reform Legislation,1,4182,0.9539649201036793,2.281121281931323e-4,PSQ,2.3912003825920613e-4,economic
Unlikely Democrats,2016-09-19,2016,rates,1,4861,0.9539649201036793,1.9624869782013563e-4,APSA,2.057189878625797e-4,The Political Roots of Racial Tracking in American Criminal Justice,1,294,0.9539649201036793,0.0032447786398084326,PSQ,0.003401360544217687,economic
Unlikely Democrats,2016-09-19,2016,revolution,1,4861,2.376626925394445,4.889172856190999e-4,APSA,2.057189878625797e-4,"Democracy, Elite Bias, and Redistribution in Latin America",4,4346,2.376626925394445,0.0021874154858669537,PSQ,9.203865623561896e-4,moral
Unlikely Democrats,2016-09-19,2016,revolution,1,4861,2.376626925394445,4.889172856190999e-4,APSA,2.057189878625797e-4,Decision Making in Using Assassinations in International Relations,1,5254,2.376626925394445,4.523461982098297e-4,PSQ,1.9033117624666921e-4,moral
Unlikely Democrats,2016-09-19,2016,revolution,1,4861,2.376626925394445,4.889172856190999e-4,APSA,2.057189878625797e-4,Intelligence and the Iraq and Afghanistan Wars,1,4334,2.376626925394445,5.483680030905503e-4,PSQ,2.3073373327180433e-4,moral
Unlikely Democrats,2016-09-19,2016,rural,1,4861,2.3138260241554143,4.7599794777934874e-4,APSA,2.057189878625797e-4,"Democracy, Elite Bias, and Redistribution in Latin America",1,4346,2.3138260241554143,5.324035950656729e-4,PSQ,2.300966405890474e-4,economic
Unlikely Democrats,2016-09-19,2016,rural,1,4861,2.3138260241554143,4.7599794777934874e-4,APSA,2.057189878625797e-4,Intelligence and the Iraq and Afghanistan Wars,1,4334,2.3138260241554143,5.338777166948349e-4,PSQ,2.3073373327180433e-4,economic
Unlikely Democrats,2016-09-19,2016,sectors,1,4861,2.5261586593654086,5.196788025849431e-4,APSA,2.057189878625797e-4,"Democracy, Elite Bias, and Redistribution in Latin America",8,4346,2.5261586593654086,0.004650084968919299,PSQ,0.0018407731247123793,economic
Unlikely Democrats,2016-09-19,2016,taxes,1,4861,2.08202441009809,4.2831195435056365e-4,APSA,2.057189878625797e-4,"Democracy, Elite Bias, and Redistribution in Latin America",45,4346,2.08202441009809,0.02155800700745836,PSQ,0.010354348826507133,economic
Unlikely Democrats,2016-09-19,2016,threats,1,4861,1.6077196989529638,3.3073846923533507e-4,APSA,2.057189878625797e-4,Decision Making in Using Assassinations in International Relations,1,5254,1.6077196989529638,3.0599918137665853e-4,PSQ,1.9033117624666921e-4,security
Unlikely Democrats,2016-09-19,2016,threats,1,4861,1.6077196989529638,3.3073846923533507e-4,APSA,2.057189878625797e-4,"Democracy, Elite Bias, and Redistribution in Latin America",1,4346,1.6077196989529638,3.6993090173791164e-4,PSQ,2.300966405890474e-4,security
Unlikely Democrats,2016-09-19,2016,threats,1,4861,1.6077196989529638,3.3073846923533507e-4,APSA,2.057189878625797e-4,The Impact of Voter Fraud Claims on Voter Registration Reform Legislation,1,4182,1.6077196989529638,3.844379959237121e-4,PSQ,2.3912003825920613e-4,security
Unlikely Democrats,2016-09-19,2016,trade,1,4861,1.0066689835942475,2.0709092441766045e-4,APSA,2.057189878625797e-4,The Causes and Effects of International Treaties,7,2889,1.0066689835942475,0.0024391425701487477,PSQ,0.0024229837313949464,economic
Unlikely Democrats,2016-09-19,2016,trade,1,4861,1.0066689835942475,2.0709092441766045e-4,APSA,2.057189878625797e-4,Decision Making in Using Assassinations in International Relations,3,5254,1.0066689835942475,5.748014752155963e-4,PSQ,5.709935287400076e-4,economic
Unlikely Democrats,2016-09-19,2016,trade,1,4861,1.0066689835942475,2.0709092441766045e-4,APSA,2.057189878625797e-4,"Democracy, Elite Bias, and Redistribution in Latin America",2,4346,1.0066689835942475,4.6326230262045445e-4,PSQ,4.601932811780948e-4,economic
Unlikely Democrats,2016-09-19,2016,trade,1,4861,1.0066689835942475,2.0709092441766045e-4,APSA,2.057189878625797e-4,Intelligence and the Iraq and Afghanistan Wars,2,4334,1.0066689835942475,4.6454498550726694e-4,PSQ,4.6146746654360867e-4,economic
Unlikely Democrats,2016-09-19,2016,urban,1,4861,1.8713723466779095,3.849768250726002e-4,APSA,2.057189878625797e-4,"Democracy, Elite Bias, and Redistribution in Latin America",2,4346,1.8713723466779095,8.611929805236584e-4,PSQ,4.601932811780948e-4,economic
Unlikely Democrats,2016-09-19,2016,war,1,4861,1.0019741392900399,2.0612510579922646e-4,APSA,2.057189878625797e-4,Intelligence and the Iraq and Afghanistan Wars,35,4334,1.0019741392900399,0.008091623183006783,PSQ,0.008075680664513151,security
Unlikely Democrats,2016-09-19,2016,war,1,4861,1.0019741392900399,2.0612510579922646e-4,APSA,2.057189878625797e-4,Decision Making in Using Assassinations in International Relations,15,5254,1.0019741392900399,0.0028606037474972587,PSQ,0.002854967643700038,security
Unlikely Democrats,2016-09-19,2016,war,1,4861,1.0019741392900399,2.0612510579922646e-4,APSA,2.057189878625797e-4,The Causes and Effects of International Treaties,8,2889,1.0019741392900399,0.0027745909014608235,PSQ,0.0027691242644513675,security
Unlikely Democrats,2016-09-19,2016,war,1,4861,1.0019741392900399,2.0612510579922646e-4,APSA,2.057189878625797e-4,Deterring Rational Fanatics,3,406,1.0019741392900399,0.007403749797709654,PSQ,0.007389162561576354,security
Unlikely Democrats,2016-09-19,2016,war,1,4861,1.0019741392900399,2.0612510579922646e-4,APSA,2.057189878625797e-4,"Democracy, Elite Bias, and Redistribution in Latin America",1,4346,1.0019741392900399,2.3055088340774043e-4,PSQ,2.300966405890474e-4,security
Unlikely Democrats,2016-09-19,2016,water,1,4861,2.689310300051643,5.532421929750345e-4,APSA,2.057189878625797e-4,Intelligence and the Iraq and Afghanistan Wars,1,4334,2.689310300051643,6.205146054572318e-4,PSQ,2.3073373327180433e-4,environmental
Using Bayesian Aldrich‐McKelvey Scaling to Study Citizens' Ideological Preferences and Perceptions,2014-09-11,2014,economic,1,3051,0.5544699789820188,1.8173385086267413e-4,APSA,3.2776138970829236e-4,Political Engagement,14,2569,0.5544699789820188,0.0030216347628447887,PSQ,0.005449591280653951,economic
Using Bayesian Aldrich‐McKelvey Scaling to Study Citizens' Ideological Preferences and Perceptions,2014-09-11,2014,spending,1,3051,1.2967067697384875,4.2501041289363733e-4,APSA,3.2776138970829236e-4,Political Engagement,1,2569,1.2967067697384875,5.047515647094151e-4,PSQ,3.8925652004671076e-4,economic
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,conflict,1,2619,0.8891474200272084,0.00033949882398900667,APSA,3.8182512409316535e-4,Changing Minds or Changing Channels? Partisan News in an Age of Choice,2,385,0.8891474200272084,0.004618947636504979,PSQ,0.005194805194805195,security
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,conflict,1,2619,0.8891474200272084,0.00033949882398900667,APSA,3.8182512409316535e-4,American Umpire,1,319,0.8891474200272084,0.002787295987546108,PSQ,0.003134796238244514,security
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,conflict,1,2619,0.8891474200272084,0.00033949882398900667,APSA,3.8182512409316535e-4,Long Wars and the Constitution,1,277,0.8891474200272084,0.003209918483852738,PSQ,0.0036101083032490976,security
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,democracy,1,2619,1.0066689835942475,3.843715095816142e-4,APSA,3.8182512409316535e-4,Changing Minds or Changing Channels? Partisan News in an Age of Choice,1,385,1.0066689835942475,0.002614724632712331,PSQ,0.0025974025974025974,moral
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,equality,1,2619,1.7960679636137789,6.857838730865899e-4,APSA,3.8182512409316535e-4,Political Engagement,1,2569,1.7960679636137789,6.991311652836819e-4,PSQ,3.8925652004671076e-4,moral
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,financial,1,2619,1.525368663791144,5.824240793398794e-4,APSA,3.8182512409316535e-4,Political Engagement,4,2569,1.525368663791144,0.0023750387914225676,PSQ,0.001557026080186843,economic
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,security,1,2619,1.1782251661179641,4.49875970262682e-4,APSA,3.8182512409316535e-4,Long Wars and the Constitution,3,277,1.1782251661179641,0.012760561365898529,PSQ,0.010830324909747292,security
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,security,1,2619,1.1782251661179641,4.49875970262682e-4,APSA,3.8182512409316535e-4,The Constitution of Risk,1,315,1.1782251661179641,0.0037403973527554415,PSQ,0.0031746031746031746,security
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,threat,1,2619,1.1291690091287698,4.311450970327491e-4,APSA,3.8182512409316535e-4,Long Wars and the Constitution,1,277,1.1291690091287698,0.004076422415627328,PSQ,0.0036101083032490976,security
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,university,1,2619,1.6605954510009115,6.340570641469689e-4,APSA,3.8182512409316535e-4,Changing Minds or Changing Channels? Partisan News in an Age of Choice,2,385,1.6605954510009115,0.00862646987532941,PSQ,0.005194805194805195,economic
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,university,1,2619,1.6605954510009115,6.340570641469689e-4,APSA,3.8182512409316535e-4,American Umpire,1,319,1.6605954510009115,0.005205628373043609,PSQ,0.003134796238244514,economic
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,university,1,2619,1.6605954510009115,6.340570641469689e-4,APSA,3.8182512409316535e-4,Long Wars and the Constitution,1,277,1.6605954510009115,0.00599492942599607,PSQ,0.0036101083032490976,economic
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,university,1,2619,1.6605954510009115,6.340570641469689e-4,APSA,3.8182512409316535e-4,Political Engagement,1,2569,1.6605954510009115,6.46397606462013e-4,PSQ,3.8925652004671076e-4,economic
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,university,1,2619,1.6605954510009115,6.340570641469689e-4,APSA,3.8182512409316535e-4,Reflections on Judging,1,283,1.6605954510009115,0.005867828448766472,PSQ,0.0035335689045936395,economic
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,university,1,2619,1.6605954510009115,6.340570641469689e-4,APSA,3.8182512409316535e-4,The Constitution of Risk,1,315,1.6605954510009115,0.005271731590479084,PSQ,0.0031746031746031746,economic
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,wage,1,2619,2.288073528053,8.736439587831233e-4,APSA,3.8182512409316535e-4,Long Wars and the Constitution,1,277,2.288073528053,0.008260193242068592,PSQ,0.0036101083032490976,economic
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,welfare,1,2619,1.434740646331326,5.478200253269667e-4,APSA,3.8182512409316535e-4,Political Engagement,1,2569,1.434740646331326,5.584821511605005e-4,PSQ,3.8925652004671076e-4,economic
